date,Payweek,Weekends,Holidays,Festival,Day_of_Month,Day_of_Week,Week_YearWise,Week_QuarterWise
2015-08-11,0,0,0,0,11,3,33,7
2015-08-12,0,0,0,0,12,4,33,7
2015-08-13,0,1,0,0,13,5,33,7
2015-08-14,0,1,0,0,14,6,33,7
2015-08-15,0,1,0,0,15,7,33,7
2015-08-16,0,0,0,0,16,1,34,8
2015-08-17,0,0,0,0,17,2,34,8
2015-08-18,0,0,0,0,18,3,34,8
2015-08-19,0,0,0,0,19,4,34,8
2015-08-20,0,1,0,0,20,5,34,8
2015-08-21,0,1,0,0,21,6,34,8
2015-08-22,0,1,0,0,22,7,34,8
2015-08-23,0,0,0,0,23,1,35,9
2015-08-24,0,0,0,0,24,2,35,9
2015-08-25,1,0,0,0,25,3,35,9
2015-08-26,1,0,0,0,26,4,35,9
2015-08-27,1,1,0,0,27,5,35,9
2015-08-28,1,1,0,0,28,6,35,9
2015-08-29,1,1,0,0,29,7,35,9
2015-08-30,1,0,0,0,30,1,36,10
2015-08-31,1,0,0,0,31,2,36,10
2015-09-01,1,0,0,0,1,3,36,10
2015-09-02,1,0,0,0,2,4,36,10
2015-09-03,0,1,0,0,3,5,36,10
2015-09-04,0,1,0,0,4,6,36,10
2015-09-05,0,1,0,0,5,7,36,10
2015-09-06,0,0,0,0,6,1,37,11
2015-09-07,0,0,0,0,7,2,37,11
2015-09-08,0,0,0,0,8,3,37,11
2015-09-09,0,0,0,0,9,4,37,11
2015-09-10,0,1,0,0,10,5,37,11
2015-09-11,0,1,0,0,11,6,37,11
2015-09-12,0,1,0,0,12,7,37,11
2015-09-13,0,0,0,0,13,1,38,12
2015-09-14,0,0,0,0,14,2,38,12
2015-09-15,0,0,0,0,15,3,38,12
2015-09-16,0,0,0,0,16,4,38,12
2015-09-17,0,1,0,0,17,5,38,12
2015-09-18,0,1,0,0,18,6,38,12
2015-09-19,0,1,0,0,19,7,38,12
2015-09-20,0,0,0,0,20,1,39,13
2015-09-21,0,0,0,0,21,2,39,13
2015-09-22,0,0,1,1,22,3,39,13
2015-09-23,0,0,1,1,23,4,39,13
2015-09-24,0,1,1,1,24,5,39,13
2015-09-25,1,1,1,1,25,6,39,13
2015-09-26,1,1,0,0,26,7,39,13
2015-09-27,1,0,0,0,27,1,40,14
2015-09-28,1,0,0,0,28,2,40,14
2015-09-29,1,0,0,0,29,3,40,14
2015-09-30,1,0,0,0,30,4,40,14
2015-10-01,1,1,0,0,1,5,40,1
2015-10-02,1,1,0,0,2,6,40,1
2015-10-03,0,1,0,0,3,7,40,1
2015-10-04,0,0,0,0,4,1,41,2
2015-10-05,0,0,0,0,5,2,41,2
2015-10-06,0,0,0,0,6,3,41,2
2015-10-07,0,0,0,0,7,4,41,2
2015-10-08,0,1,0,0,8,5,41,2
2015-10-09,0,1,0,0,9,6,41,2
2015-10-10,0,1,0,0,10,7,41,2
2015-10-11,0,0,0,0,11,1,42,3
2015-10-12,0,0,0,0,12,2,42,3
2015-10-13,0,0,0,0,13,3,42,3
2015-10-14,0,0,0,0,14,4,42,3
2015-10-15,0,1,1,1,15,5,42,3
2015-10-16,0,1,0,0,16,6,42,3
2015-10-17,0,1,0,0,17,7,42,3
2015-10-18,0,0,0,0,18,1,43,4
2015-10-19,0,0,0,0,19,2,43,4
2015-10-20,0,0,0,0,20,3,43,4
2015-10-21,0,0,0,0,21,4,43,4
2015-10-22,0,1,0,0,22,5,43,4
2015-10-23,0,1,0,0,23,6,43,4
2015-10-24,0,1,0,0,24,7,43,4
2015-10-25,1,0,0,0,25,1,44,5
2015-10-26,1,0,0,0,26,2,44,5
2015-10-27,1,0,0,0,27,3,44,5
2015-10-28,1,0,0,0,28,4,44,5
2015-10-29,1,1,0,0,29,5,44,5
2015-10-30,1,1,0,0,30,6,44,5
2015-10-31,1,1,0,1,31,7,44,5
2015-11-01,1,0,0,0,1,1,45,6
2015-11-02,1,0,0,0,2,2,45,6
2015-11-03,0,0,0,0,3,3,45,6
2015-11-04,0,0,0,0,4,4,45,6
2015-11-05,0,1,0,0,5,5,45,6
2015-11-06,0,1,0,0,6,6,45,6
2015-11-07,0,1,0,0,7,7,45,6
2015-11-08,0,0,0,0,8,1,46,7
2015-11-09,0,0,0,0,9,2,46,7
2015-11-10,0,0,0,0,10,3,46,7
2015-11-11,0,0,0,1,11,4,46,7
2015-11-12,0,1,0,0,12,5,46,7
2015-11-13,0,1,0,0,13,6,46,7
2015-11-14,0,1,0,0,14,7,46,7
2015-11-15,0,0,0,0,15,1,47,8
2015-11-16,0,0,0,0,16,2,47,8
2015-11-17,0,0,0,0,17,3,47,8
2015-11-18,0,0,0,0,18,4,47,8
2015-11-19,0,1,0,0,19,5,47,8
2015-11-20,0,1,0,0,20,6,47,8
2015-11-21,0,1,0,0,21,7,47,8
2015-11-22,0,0,0,0,22,1,48,9
2015-11-23,0,0,0,0,23,2,48,9
2015-11-24,0,0,0,0,24,3,48,9
2015-11-25,1,0,0,0,25,4,48,9
2015-11-26,1,1,0,1,26,5,48,9
2015-11-27,1,1,0,1,27,6,48,9
2015-11-28,1,1,0,0,28,7,48,9
2015-11-29,1,0,0,0,29,1,49,10
2015-11-30,1,0,1,1,30,2,49,10
2015-12-01,1,0,0,0,1,3,49,10
2015-12-02,1,0,1,1,2,4,49,10
2015-12-03,0,1,1,1,3,5,49,10
2015-12-04,0,1,0,0,4,6,49,10
2015-12-05,0,1,0,0,5,7,49,10
2015-12-06,0,0,0,0,6,1,50,11
2015-12-07,0,0,0,0,7,2,50,11
2015-12-08,0,0,0,0,8,3,50,11
2015-12-09,0,0,0,0,9,4,50,11
2015-12-10,0,1,0,0,10,5,50,11
2015-12-11,0,1,0,0,11,6,50,11
2015-12-12,0,1,0,0,12,7,50,11
2015-12-13,0,0,0,0,13,1,51,12
2015-12-14,0,0,0,0,14,2,51,12
2015-12-15,0,0,0,0,15,3,51,12
2015-12-16,0,0,0,0,16,4,51,12
2015-12-17,0,1,0,0,17,5,51,12
2015-12-18,0,1,0,0,18,6,51,12
2015-12-19,0,1,0,0,19,7,51,12
2015-12-20,0,0,0,0,20,1,52,13
2015-12-21,0,0,0,0,21,2,52,13
2015-12-22,0,0,0,0,22,3,52,13
2015-12-23,0,0,0,0,23,4,52,13
2015-12-24,0,1,1,1,24,5,52,13
2015-12-25,1,1,0,1,25,6,52,13
2015-12-26,1,1,0,0,26,7,52,13
2015-12-27,1,0,0,0,27,1,53,14
2015-12-28,1,0,0,0,28,2,53,14
2015-12-29,1,0,0,0,29,3,53,14
2015-12-30,1,0,0,0,30,4,53,14
2015-12-31,1,1,0,1,31,5,53,14
2016-01-01,1,1,1,1,1,6,1,1
2016-01-02,1,1,0,0,2,7,1,1
2016-01-03,0,0,0,0,3,1,2,2
2016-01-04,0,0,0,0,4,2,2,2
2016-01-05,0,0,0,0,5,3,2,2
2016-01-06,0,0,0,0,6,4,2,2
2016-01-07,0,1,0,0,7,5,2,2
2016-01-08,0,1,0,0,8,6,2,2
2016-01-09,0,1,0,0,9,7,2,2
2016-01-10,0,0,0,0,10,1,3,3
2016-01-11,0,0,0,0,11,2,3,3
2016-01-12,0,0,0,0,12,3,3,3
2016-01-13,0,0,0,0,13,4,3,3
2016-01-14,0,1,0,0,14,5,3,3
2016-01-15,0,1,0,0,15,6,3,3
2016-01-16,0,1,0,0,16,7,3,3
2016-01-17,0,0,0,0,17,1,4,4
2016-01-18,0,0,0,0,18,2,4,4
2016-01-19,0,0,0,0,19,3,4,4
2016-01-20,0,0,0,0,20,4,4,4
2016-01-21,0,1,0,0,21,5,4,4
2016-01-22,0,1,0,0,22,6,4,4
2016-01-23,0,1,0,0,23,7,4,4
2016-01-24,0,0,0,0,24,1,5,5
2016-01-25,1,0,0,0,25,2,5,5
2016-01-26,1,0,0,0,26,3,5,5
2016-01-27,1,0,0,0,27,4,5,5
2016-01-28,1,1,0,0,28,5,5,5
2016-01-29,1,1,0,0,29,6,5,5
2016-01-30,1,1,0,0,30,7,5,5
2016-01-31,1,0,0,0,31,1,6,6
2016-02-01,1,0,0,0,1,2,6,6
2016-02-02,1,0,0,0,2,3,6,6
2016-02-03,0,0,0,0,3,4,6,6
2016-02-04,0,1,0,0,4,5,6,6
2016-02-05,0,1,0,0,5,6,6,6
2016-02-06,0,1,0,0,6,7,6,6
2016-02-07,0,0,0,0,7,1,7,7
2016-02-08,0,0,0,0,8,2,7,7
2016-02-09,0,0,0,0,9,3,7,7
2016-02-10,0,0,0,0,10,4,7,7
2016-02-11,0,1,0,0,11,5,7,7
2016-02-12,0,1,0,0,12,6,7,7
2016-02-13,0,1,0,0,13,7,7,7
2016-02-14,0,0,0,0,14,1,8,8
2016-02-15,0,0,0,0,15,2,8,8
2016-02-16,0,0,0,0,16,3,8,8
2016-02-17,0,0,0,0,17,4,8,8
2016-02-18,0,1,0,0,18,5,8,8
2016-02-19,0,1,0,0,19,6,8,8
2016-02-20,0,1,0,0,20,7,8,8
2016-02-21,0,0,0,0,21,1,9,9
2016-02-22,0,0,0,0,22,2,9,9
2016-02-23,0,0,0,0,23,3,9,9
2016-02-24,0,0,0,0,24,4,9,9
2016-02-25,1,1,0,0,25,5,9,9
2016-02-26,1,1,0,0,26,6,9,9
2016-02-27,1,1,0,0,27,7,9,9
2016-02-28,1,0,0,0,28,1,10,10
2016-02-29,1,0,0,0,29,2,10,10
2016-03-01,1,0,0,0,1,3,10,10
2016-03-02,1,0,0,0,2,4,10,10
2016-03-03,0,1,0,0,3,5,10,10
2016-03-04,0,1,0,0,4,6,10,10
2016-03-05,0,1,0,0,5,7,10,10
2016-03-06,0,0,0,0,6,1,11,11
2016-03-07,0,0,0,0,7,2,11,11
2016-03-08,0,0,0,0,8,3,11,11
2016-03-09,0,0,0,0,9,4,11,11
2016-03-10,0,1,0,0,10,5,11,11
2016-03-11,0,1,0,0,11,6,11,11
2016-03-12,0,1,0,0,12,7,11,11
2016-03-13,0,0,0,0,13,1,12,12
2016-03-14,0,0,0,0,14,2,12,12
2016-03-15,0,0,0,0,15,3,12,12
2016-03-16,0,0,0,0,16,4,12,12
2016-03-17,0,1,0,0,17,5,12,12
2016-03-18,0,1,0,0,18,6,12,12
2016-03-19,0,1,0,0,19,7,12,12
2016-03-20,0,0,0,0,20,1,13,13
2016-03-21,0,0,0,0,21,2,13,13
2016-03-22,0,0,0,0,22,3,13,13
2016-03-23,0,0,0,0,23,4,13,13
2016-03-24,0,1,0,0,24,5,13,13
2016-03-25,1,1,0,0,25,6,13,13
2016-03-26,1,1,0,0,26,7,13,13
2016-03-27,1,0,0,0,27,1,14,14
2016-03-28,1,0,0,0,28,2,14,14
2016-03-29,1,0,0,0,29,3,14,14
2016-03-30,1,0,0,0,30,4,14,14
2016-03-31,1,1,0,0,31,5,14,14
2016-04-01,1,1,0,0,1,6,14,1
2016-04-02,1,1,0,0,2,7,14,1
2016-04-03,0,0,0,0,3,1,15,2
2016-04-04,0,0,0,0,4,2,15,2
2016-04-05,0,0,0,0,5,3,15,2
2016-04-06,0,0,0,0,6,4,15,2
2016-04-07,0,1,0,0,7,5,15,2
2016-04-08,0,1,0,0,8,6,15,2
2016-04-09,0,1,0,0,9,7,15,2
2016-04-10,0,0,0,0,10,1,16,3
2016-04-11,0,0,0,0,11,2,16,3
2016-04-12,0,0,0,0,12,3,16,3
2016-04-13,0,0,0,0,13,4,16,3
2016-04-14,0,1,0,0,14,5,16,3
2016-04-15,0,1,0,0,15,6,16,3
2016-04-16,0,1,0,0,16,7,16,3
2016-04-17,0,0,0,0,17,1,17,4
2016-04-18,0,0,0,0,18,2,17,4
2016-04-19,0,0,0,0,19,3,17,4
2016-04-20,0,0,0,0,20,4,17,4
2016-04-21,0,1,0,0,21,5,17,4
2016-04-22,0,1,0,0,22,6,17,4
2016-04-23,0,1,0,0,23,7,17,4
2016-04-24,0,0,0,0,24,1,18,5
2016-04-25,1,0,0,0,25,2,18,5
2016-04-26,1,0,0,0,26,3,18,5
2016-04-27,1,0,0,0,27,4,18,5
2016-04-28,1,1,0,0,28,5,18,5
2016-04-29,1,1,0,0,29,6,18,5
2016-04-30,1,1,0,0,30,7,18,5
2016-05-01,1,0,0,0,1,1,19,6
2016-05-02,1,0,0,0,2,2,19,6
2016-05-03,0,0,0,0,3,3,19,6
2016-05-04,0,0,0,0,4,4,19,6
2016-05-05,0,1,1,1,5,5,19,6
2016-05-06,0,1,0,0,6,6,19,6
2016-05-07,0,1,0,0,7,7,19,6
2016-05-08,0,0,0,0,8,1,20,7
2016-05-09,0,0,0,0,9,2,20,7
2016-05-10,0,0,0,0,10,3,20,7
2016-05-11,0,0,0,0,11,4,20,7
2016-05-12,0,1,0,0,12,5,20,7
2016-05-13,0,1,0,0,13,6,20,7
2016-05-14,0,1,0,0,14,7,20,7
2016-05-15,0,0,0,0,15,1,21,8
2016-05-16,0,0,0,1,16,2,21,8
2016-05-17,0,0,0,0,17,3,21,8
2016-05-18,0,0,0,0,18,4,21,8
2016-05-19,0,1,0,0,19,5,21,8
2016-05-20,0,1,0,0,20,6,21,8
2016-05-21,0,1,0,0,21,7,21,8
2016-05-22,0,0,0,0,22,1,22,9
2016-05-23,0,0,0,0,23,2,22,9
2016-05-24,0,0,0,0,24,3,22,9
2016-05-25,1,0,0,0,25,4,22,9
2016-05-26,1,1,0,0,26,5,22,9
2016-05-27,1,1,0,0,27,6,22,9
2016-05-28,1,1,0,0,28,7,22,9
2016-05-29,1,0,0,0,29,1,23,10
2016-05-30,1,0,0,0,30,2,23,10
2016-05-31,1,0,0,0,31,3,23,10
2016-06-01,1,0,0,0,1,4,23,10
2016-06-02,1,1,0,0,2,5,23,10
2016-06-03,0,1,0,0,3,6,23,10
2016-06-04,0,1,0,0,4,7,23,10
2016-06-05,0,0,0,0,5,1,24,11
2016-06-06,0,0,0,0,6,2,24,11
2016-06-07,0,0,0,0,7,3,24,11
2016-06-08,0,0,0,0,8,4,24,11
2016-06-09,0,1,0,0,9,5,24,11
2016-06-10,0,1,0,0,10,6,24,11
2016-06-11,0,1,0,0,11,7,24,11
2016-06-12,0,0,0,0,12,1,25,12
2016-06-13,0,0,0,0,13,2,25,12
2016-06-14,0,0,0,0,14,3,25,12
2016-06-15,0,0,0,0,15,4,25,12
2016-06-16,0,1,0,0,16,5,25,12
2016-06-17,0,1,0,0,17,6,25,12
2016-06-18,0,1,0,0,18,7,25,12
2016-06-19,0,0,0,0,19,1,26,13
2016-06-20,0,0,0,0,20,2,26,13
2016-06-21,0,0,0,0,21,3,26,13
2016-06-22,0,0,0,0,22,4,26,13
2016-06-23,0,1,0,0,23,5,26,13
2016-06-24,0,1,0,0,24,6,26,13
2016-06-25,1,1,0,0,25,7,26,13
2016-06-26,1,0,0,0,26,1,27,14
2016-06-27,1,0,0,0,27,2,27,14
2016-06-28,1,0,0,0,28,3,27,14
2016-06-29,1,0,0,0,29,4,27,14
2016-06-30,1,1,0,0,30,5,27,14
2016-07-01,1,1,0,0,1,6,27,1
2016-07-02,1,1,0,0,2,7,27,1
2016-07-03,0,0,0,0,3,1,28,2
2016-07-04,0,0,0,0,4,2,28,2
2016-07-05,0,0,0,0,5,3,28,2
2016-07-06,0,0,1,1,6,4,28,2
2016-07-07,0,1,0,0,7,5,28,2
2016-07-08,0,1,0,0,8,6,28,2
2016-07-09,0,1,1,1,9,7,28,2
2016-07-10,0,0,0,0,10,1,29,3
2016-07-11,0,0,0,0,11,2,29,3
2016-07-12,0,0,0,0,12,3,29,3
2016-07-13,0,0,0,0,13,4,29,3
2016-07-14,0,1,0,0,14,5,29,3
2016-07-15,0,1,0,0,15,6,29,3
2016-07-16,0,1,0,0,16,7,29,3
2016-07-17,0,0,0,0,17,1,30,4
2016-07-18,0,0,0,0,18,2,30,4
2016-07-19,0,0,0,0,19,3,30,4
2016-07-20,0,0,0,0,20,4,30,4
2016-07-21,0,1,0,0,21,5,30,4
2016-07-22,0,1,0,0,22,6,30,4
2016-07-23,0,1,0,0,23,7,30,4
2016-07-24,0,0,0,0,24,1,31,5
2016-07-25,1,0,0,0,25,2,31,5
2016-07-26,1,0,0,0,26,3,31,5
2016-07-27,1,0,0,0,27,4,31,5
2016-07-28,1,1,0,0,28,5,31,5
2016-07-29,1,1,0,0,29,6,31,5
2016-07-30,1,1,0,0,30,7,31,5
2016-07-31,1,0,0,0,31,1,32,6
2016-08-01,1,0,0,0,1,2,32,6
2016-08-02,1,0,0,0,2,3,32,6
2016-08-03,0,0,0,0,3,4,32,6
2016-08-04,0,1,0,0,4,5,32,6
2016-08-05,0,1,0,0,5,6,32,6
2016-08-06,0,1,0,0,6,7,32,6
2016-08-07,0,0,0,0,7,1,33,7
2016-08-08,0,0,0,0,8,2,33,7
2016-08-09,0,0,0,0,9,3,33,7
2016-08-10,0,0,0,0,10,4,33,7
2016-08-11,0,1,0,0,11,5,33,7
2016-08-12,0,1,0,0,12,6,33,7
2016-08-13,0,1,0,0,13,7,33,7
2016-08-14,0,0,0,0,14,1,34,8
2016-08-15,0,0,0,0,15,2,34,8
2016-08-16,0,0,0,0,16,3,34,8
2016-08-17,0,0,0,0,17,4,34,8
2016-08-18,0,1,0,0,18,5,34,8
2016-08-19,0,1,0,0,19,6,34,8
2016-08-20,0,1,0,0,20,7,34,8
2016-08-21,0,0,0,0,21,1,35,9
2016-08-22,0,0,0,0,22,2,35,9
2016-08-23,0,0,0,0,23,3,35,9
2016-08-24,0,0,0,0,24,4,35,9
2016-08-25,1,1,0,0,25,5,35,9
2016-08-26,1,1,0,0,26,6,35,9
2016-08-27,1,1,0,0,27,7,35,9
2016-08-28,1,0,0,0,28,1,36,10
2016-08-29,1,0,0,0,29,2,36,10
2016-08-30,1,0,0,0,30,3,36,10
2016-08-31,1,0,0,0,31,4,36,10
2016-09-01,1,1,0,0,1,5,36,10
2016-09-02,1,1,0,0,2,6,36,10
2016-09-03,0,1,0,0,3,7,36,10
2016-09-04,0,0,0,0,4,1,37,11
2016-09-05,0,0,0,0,5,2,37,11
2016-09-06,0,0,0,0,6,3,37,11
2016-09-07,0,0,0,0,7,4,37,11
2016-09-08,0,1,0,0,8,5,37,11
2016-09-09,0,1,0,0,9,6,37,11
2016-09-10,0,1,1,1,10,7,37,11
2016-09-11,0,0,1,1,11,1,38,12
2016-09-12,0,0,1,1,12,2,38,12
2016-09-13,0,0,1,1,13,3,38,12
2016-09-14,0,0,0,1,14,4,38,12
2016-09-15,0,1,0,1,15,5,38,12
2016-09-16,0,1,0,1,16,6,38,12
2016-09-17,0,1,0,1,17,7,38,12
2016-09-18,0,0,0,0,18,1,39,13
2016-09-19,0,0,0,0,19,2,39,13
2016-09-20,0,0,0,0,20,3,39,13
2016-09-21,0,0,0,0,21,4,39,13
2016-09-22,0,1,0,0,22,5,39,13
2016-09-23,0,1,0,0,23,6,39,13
2016-09-24,0,1,0,0,24,7,39,13
2016-09-25,1,0,0,0,25,1,40,14
2016-09-26,1,0,0,0,26,2,40,14
2016-09-27,1,0,0,0,27,3,40,14
2016-09-28,1,0,0,0,28,4,40,14
2016-09-29,1,1,0,0,29,5,40,14
2016-09-30,1,1,0,0,30,6,40,14
2016-10-01,1,1,0,0,1,7,40,1
2016-10-02,1,0,1,1,2,1,41,2
2016-10-03,0,0,0,0,3,2,41,2
2016-10-04,0,0,0,0,4,3,41,2
2016-10-05,0,0,0,0,5,4,41,2
2016-10-06,0,1,0,0,6,5,41,2
2016-10-07,0,1,0,0,7,6,41,2
2016-10-08,0,1,0,0,8,7,41,2
2016-10-09,0,0,0,0,9,1,42,3
2016-10-10,0,0,0,0,10,2,42,3
2016-10-11,0,0,0,0,11,3,42,3
2016-10-12,0,0,0,0,12,4,42,3
2016-10-13,0,1,0,0,13,5,42,3
2016-10-14,0,1,0,0,14,6,42,3
2016-10-15,0,1,0,0,15,7,42,3
2016-10-16,0,0,0,0,16,1,43,4
2016-10-17,0,0,0,0,17,2,43,4
2016-10-18,0,0,0,0,18,3,43,4
2016-10-19,0,0,0,0,19,4,43,4
2016-10-20,0,1,0,0,20,5,43,4
2016-10-21,0,1,0,0,21,6,43,4
2016-10-22,0,1,0,0,22,7,43,4
2016-10-23,0,0,0,0,23,1,44,5
2016-10-24,0,0,0,0,24,2,44,5
2016-10-25,1,0,0,0,25,3,44,5
2016-10-26,1,0,0,0,26,4,44,5
2016-10-27,1,1,0,0,27,5,44,5
2016-10-28,1,1,0,0,28,6,44,5
2016-10-29,1,1,0,0,29,7,44,5
2016-10-30,1,0,0,1,30,1,45,6
2016-10-31,1,0,0,1,31,2,45,6
2016-11-01,1,0,0,0,1,3,45,6
2016-11-02,1,0,0,0,2,4,45,6
2016-11-03,0,1,0,0,3,5,45,6
2016-11-04,0,1,0,0,4,6,45,6
2016-11-05,0,1,0,0,5,7,45,6
2016-11-06,0,0,0,0,6,1,46,7
2016-11-07,0,0,0,0,7,2,46,7
2016-11-08,0,0,0,0,8,3,46,7
2016-11-09,0,0,0,0,9,4,46,7
2016-11-10,0,1,0,0,10,5,46,7
2016-11-11,0,1,0,0,11,6,46,7
2016-11-12,0,1,0,0,12,7,46,7
2016-11-13,0,0,0,0,13,1,47,8
2016-11-14,0,0,0,0,14,2,47,8
2016-11-15,0,0,0,0,15,3,47,8
2016-11-16,0,0,0,0,16,4,47,8
2016-11-17,0,1,0,0,17,5,47,8
2016-11-18,0,1,0,0,18,6,47,8
2016-11-19,0,1,0,0,19,7,47,8
2016-11-20,0,0,0,0,20,1,48,9
2016-11-21,0,0,0,0,21,2,48,9
2016-11-22,0,0,0,0,22,3,48,9
2016-11-23,0,0,0,0,23,4,48,9
2016-11-24,0,1,0,1,24,5,48,9
2016-11-25,1,1,0,1,25,6,48,9
2016-11-26,1,1,0,0,26,7,48,9
2016-11-27,1,0,0,0,27,1,49,10
2016-11-28,1,0,0,0,28,2,49,10
2016-11-29,1,0,0,0,29,3,49,10
2016-11-30,1,0,0,0,30,4,49,10
2016-12-01,1,1,1,1,1,5,49,10
2016-12-02,1,1,1,1,2,6,49,10
2016-12-03,0,1,0,0,3,7,49,10
2016-12-04,0,0,0,0,4,1,50,11
2016-12-05,0,0,0,0,5,2,50,11
2016-12-06,0,0,0,0,6,3,50,11
2016-12-07,0,0,0,0,7,4,50,11
2016-12-08,0,1,0,0,8,5,50,11
2016-12-09,0,1,0,0,9,6,50,11
2016-12-10,0,1,0,0,10,7,50,11
2016-12-11,0,0,1,1,11,1,51,12
2016-12-12,0,0,0,0,12,2,51,12
2016-12-13,0,0,0,0,13,3,51,12
2016-12-14,0,0,0,0,14,4,51,12
2016-12-15,0,1,0,0,15,5,51,12
2016-12-16,0,1,0,0,16,6,51,12
2016-12-17,0,1,0,0,17,7,51,12
2016-12-18,0,0,0,0,18,1,52,13
2016-12-19,0,0,0,0,19,2,52,13
2016-12-20,0,0,0,0,20,3,52,13
2016-12-21,0,0,0,0,21,4,52,13
2016-12-22,0,1,0,0,22,5,52,13
2016-12-23,0,1,0,0,23,6,52,13
2016-12-24,0,1,0,1,24,7,52,13
2016-12-25,1,0,0,1,25,1,53,14
2016-12-26,1,0,0,0,26,2,53,14
2016-12-27,1,0,0,0,27,3,53,14
2016-12-28,1,0,0,0,28,4,53,14
2016-12-29,1,1,0,0,29,5,53,14
2016-12-30,1,1,0,0,30,6,53,14
2016-12-31,1,1,0,1,31,7,53,14
2017-01-01,1,0,1,1,1,1,1,1
2017-01-02,1,0,0,0,2,2,1,1
2017-01-03,0,0,0,0,3,3,1,1
2017-01-04,0,0,0,0,4,4,1,1
2017-01-05,0,1,0,0,5,5,1,1
2017-01-06,0,1,0,0,6,6,1,1
2017-01-07,0,1,0,0,7,7,1,1
2017-01-08,0,0,0,0,8,1,2,2
2017-01-09,0,0,0,0,9,2,2,2
2017-01-10,0,0,0,0,10,3,2,2
2017-01-11,0,0,0,0,11,4,2,2
2017-01-12,0,1,0,0,12,5,2,2
2017-01-13,0,1,0,0,13,6,2,2
2017-01-14,0,1,0,0,14,7,2,2
2017-01-15,0,0,0,0,15,1,3,3
2017-01-16,0,0,0,0,16,2,3,3
2017-01-17,0,0,0,0,17,3,3,3
2017-01-18,0,0,0,0,18,4,3,3
2017-01-19,0,1,0,0,19,5,3,3
2017-01-20,0,1,0,0,20,6,3,3
2017-01-21,0,1,0,0,21,7,3,3
2017-01-22,0,0,0,0,22,1,4,4
2017-01-23,0,0,0,0,23,2,4,4
2017-01-24,0,0,0,0,24,3,4,4
2017-01-25,1,0,0,0,25,4,4,4
2017-01-26,1,1,0,0,26,5,4,4
2017-01-27,1,1,0,0,27,6,4,4
2017-01-28,1,1,0,0,28,7,4,4
2017-01-29,1,0,0,0,29,1,5,5
2017-01-30,1,0,0,0,30,2,5,5
2017-01-31,1,0,0,0,31,3,5,5
2017-02-01,1,0,0,0,1,4,5,5
2017-02-02,1,1,0,0,2,5,5,5
2017-02-03,0,1,0,0,3,6,5,5
2017-02-04,0,1,0,0,4,7,5,5
2017-02-05,0,0,0,0,5,1,6,6
2017-02-06,0,0,0,0,6,2,6,6
2017-02-07,0,0,0,0,7,3,6,6
2017-02-08,0,0,0,0,8,4,6,6
2017-02-09,0,1,0,0,9,5,6,6
2017-02-10,0,1,0,0,10,6,6,6
2017-02-11,0,1,0,0,11,7,6,6
2017-02-12,0,0,0,0,12,1,7,7
2017-02-13,0,0,0,0,13,2,7,7
2017-02-14,0,0,0,0,14,3,7,7
2017-02-15,0,0,0,0,15,4,7,7
2017-02-16,0,1,0,0,16,5,7,7
2017-02-17,0,1,0,0,17,6,7,7
2017-02-18,0,1,0,0,18,7,7,7
2017-02-19,0,0,0,0,19,1,8,8
2017-02-20,0,0,0,0,20,2,8,8
2017-02-21,0,0,0,0,21,3,8,8
2017-02-22,0,0,0,0,22,4,8,8
2017-02-23,0,1,0,0,23,5,8,8
2017-02-24,0,1,0,0,24,6,8,8
2017-02-25,1,1,0,0,25,7,8,8
2017-02-26,1,0,0,0,26,1,9,9
2017-02-27,1,0,0,0,27,2,9,9
2017-02-28,1,0,0,0,28,3,9,9
2017-03-01,1,0,0,0,1,4,9,9
2017-03-02,1,1,0,0,2,5,9,9
2017-03-03,0,1,0,0,3,6,9,9
2017-03-04,0,1,0,0,4,7,9,9
2017-03-05,0,0,0,0,5,1,10,10
2017-03-06,0,0,0,0,6,2,10,10
2017-03-07,0,0,0,0,7,3,10,10
2017-03-08,0,0,0,0,8,4,10,10
2017-03-09,0,1,0,0,9,5,10,10
2017-03-10,0,1,0,0,10,6,10,10
2017-03-11,0,1,0,0,11,7,10,10
2017-03-12,0,0,0,0,12,1,11,11
2017-03-13,0,0,0,0,13,2,11,11
2017-03-14,0,0,0,0,14,3,11,11
2017-03-15,0,0,0,0,15,4,11,11
2017-03-16,0,1,0,0,16,5,11,11
2017-03-17,0,1,0,0,17,6,11,11
2017-03-18,0,1,0,0,18,7,11,11
2017-03-19,0,0,0,0,19,1,12,12
2017-03-20,0,0,0,0,20,2,12,12
2017-03-21,0,0,0,0,21,3,12,12
2017-03-22,0,0,0,0,22,4,12,12
2017-03-23,0,1,0,0,23,5,12,12
2017-03-24,0,1,0,0,24,6,12,12
2017-03-25,1,1,0,0,25,7,12,12
2017-03-26,1,0,0,0,26,1,13,13
2017-03-27,1,0,0,0,27,2,13,13
2017-03-28,1,0,0,0,28,3,13,13
2017-03-29,1,0,0,0,29,4,13,13
2017-03-30,1,1,0,0,30,5,13,13
2017-03-31,1,1,0,0,31,6,13,13
2017-04-01,1,1,0,0,1,7,13,1
2017-04-02,1,0,0,0,2,1,14,2
2017-04-03,0,0,0,0,3,2,14,2
2017-04-04,0,0,0,0,4,3,14,2
2017-04-05,0,0,0,0,5,4,14,2
2017-04-06,0,1,0,0,6,5,14,2
2017-04-07,0,1,0,0,7,6,14,2
